ticker,entry_date,exit_date,entry_price,exit_price,shares,pnl,ret,days_held,reason
SYNTH1027.T,2024-08-28,2024-09-09,5735.8,5295.5,304,-133851.20000000007,-0.07676348547717848,12,time_stop
SYNTH1004.T,2024-08-29,2024-09-10,3906.5,3819.8,453,-39275.09999999992,-0.022193779598105645,12,time_stop
SYNTH1076.T,2024-08-28,2024-09-13,2469.7,2437.6,706,-22662.599999999937,-0.012997530064380203,16,time_stop
SYNTH1003.T,2024-09-16,2024-09-30,2617.9,2610.9,579,-4053.0,-0.0026738989266206215,14,time_stop
SYNTH1002.T,2024-09-16,2024-09-30,2585.8,2525.5,596,-35938.800000000105,-0.02331966896124993,14,time_stop
SYNTH1062.T,2024-09-30,2024-10-14,1288.5,1259.4,1379,-40128.89999999988,-0.022584400465657684,14,time_stop
SYNTH1028.T,2024-09-30,2024-10-14,1584.4,1518.3,990,-65439.00000000014,-0.04171926281242122,14,time_stop
SYNTH1045.T,2024-09-09,2024-10-16,6927.4,6920.9,260,-1690.0,-0.0009383029708115442,37,time_stop
SYNTH1033.T,2024-10-14,2024-10-28,783.8,779.6,2140,-8987.999999999854,-0.0053585098239345985,14,time_stop
SYNTH1052.T,2024-10-15,2024-10-28,418.8,402.7,4229,-68086.9000000001,-0.03844317096466099,13,time_stop
SYNTH1004.T,2024-10-16,2024-10-28,3825.7,3827.4,461,783.7000000001258,0.00044436312308859804,12,time_stop
SYNTH1039.T,2022-11-04,2024-10-29,3783.9,5077.1,329,425462.8000000001,0.34176378868363333,725,trail_s3
SYNTH1027.T,2024-10-28,2024-11-11,5658.3,5634.1,324,-7840.799999999941,-0.0042769029567184536,14,time_stop
SYNTH1089.T,2024-10-30,2024-11-11,4307.0,4322.4,365,5620.999999999867,0.0035755746459251725,12,time_stop
SYNTH1097.T,2024-10-30,2024-11-11,3757.3,3725.8,476,-14994.0,-0.008383679770047614,12,time_stop
SYNTH1005.T,2024-10-31,2024-11-12,1470.8,1440.5,1218,-36905.39999999994,-0.020601033451183026,12,time_stop
SYNTH1081.T,2024-11-12,2024-11-25,4813.3,4803.3,378,-3780.0,-0.002077576714520135,13,time_stop
SYNTH1097.T,2024-11-13,2024-11-25,3737.7,3701.8,472,-16944.79999999983,-0.009604837199347127,12,time_stop
SYNTH1062.T,2024-11-15,2024-11-27,1291.5,1283.9,1405,-10677.999999999873,-0.00588463027487407,12,time_stop
SYNTH1068.T,2024-11-27,2024-12-09,3577.0,3579.0,514,1028.0,0.0005591277606933343,12,time_stop
SYNTH1004.T,2024-11-27,2024-12-09,3832.3,3673.3,480,-76320.0,-0.041489444980820966,12,time_stop
SYNTH1071.T,2024-12-12,2024-12-24,5302.9,5142.7,321,-51424.19999999994,-0.03020988515717815,12,time_stop
SYNTH1089.T,2025-01-06,2025-01-20,4639.9,4454.6,357,-66152.09999999974,-0.03993620552167054,14,time_stop
SYNTH1056.T,2024-12-10,2025-02-20,1492.2,1497.9,1249,7119.300000000057,0.0038198632891033313,72,time_stop
SYNTH1073.T,2024-03-07,2025-02-26,1699.1,1780.0,980,79282.00000000009,0.04761344241068799,356,trail_s1
SYNTH1002.T,2025-02-20,2025-03-04,2500.4,2403.4,701,-67997.0,-0.038793792993121134,12,time_stop
SYNTH1033.T,2025-02-26,2025-03-11,866.1,869.5,2151,7313.399999999951,0.003925643690104952,13,time_stop
SYNTH1076.T,2025-03-04,2025-03-17,2922.5,2658.5,652,-172128.0,-0.09033361847733101,13,hard_stop
SYNTH1097.T,2024-12-13,2025-03-25,3835.5,4089.8,462,117486.60000000008,0.06630165558597323,102,trail_s2
SYNTH1054.T,2025-03-18,2025-04-01,2625.8,2632.7,727,5016.2999999997355,0.0026277705842028265,14,time_stop
SYNTH1009.T,2025-03-27,2025-04-08,6451.6,6323.5,286,-36636.60000000011,-0.01985553971107945,12,time_stop
SYNTH1027.T,2024-11-12,2025-04-11,5634.7,6154.5,323,167895.40000000005,0.09224980921788206,150,trail_s2
SYNTH1002.T,2025-04-09,2025-04-21,2490.0,2303.3,753,-140585.09999999986,-0.07497991967871476,12,time_stop
SYNTH1041.T,2025-04-11,2025-04-23,7690.8,7580.5,243,-26802.900000000045,-0.014341810994955018,12,time_stop
SYNTH1099.T,2025-04-21,2025-05-05,5766.5,5778.0,296,3404.0,0.001994277291251123,14,time_stop
SYNTH1050.T,2025-03-11,2025-05-12,1963.4,1967.0,970,3491.999999999912,0.0018335540389120553,62,time_stop
SYNTH1045.T,2025-05-05,2025-05-19,7433.5,7359.0,229,-17060.5,-0.010022196811730666,14,time_stop
SYNTH1027.T,2025-05-12,2025-05-26,6443.5,6326.0,298,-35015.0,-0.018235431054551055,14,time_stop
SYNTH1011.T,2024-08-28,2025-06-09,5004.8,8623.3,329,1190486.4999999998,0.7230059143222505,285,trail_s3
SYNTH1002.T,2025-05-28,2025-06-09,2385.6,2269.9,736,-85155.19999999987,-0.04849932930918843,12,time_stop
SYNTH1050.T,2025-06-12,2025-06-24,1977.6,1851.6,968,-121968.0,-0.06371359223300976,12,time_stop
SYNTH1005.T,2025-05-21,2025-06-30,1568.1,1569.4,1122,1458.600000000204,0.0008290287609209468,40,time_stop
SYNTH1044.T,2022-03-11,2025-07-04,5345.4,26580.4,169,3588715.0,3.9725745500804432,1211,trail_s3
SYNTH1073.T,2025-06-16,2025-07-10,1855.1,1843.9,1014,-11356.799999999816,-0.006037410382189523,24,time_stop
SYNTH1030.T,2025-07-08,2025-07-21,3748.5,3536.3,493,-104614.5999999999,-0.05660931039082295,13,time_stop
SYNTH1052.T,2025-07-08,2025-07-21,414.3,408.5,4467,-25908.60000000005,-0.013999517258025618,13,time_stop
SYNTH1097.T,2025-04-24,2025-07-23,4713.1,5006.6,386,113291.0,0.06227323842057242,90,trail_s2
SYNTH1089.T,2025-06-30,2025-07-25,4803.0,4771.4,336,-10617.600000000122,-0.006579221320008433,25,time_stop
SYNTH1068.T,2025-04-01,2025-07-31,4695.7,5780.7,388,420980.0,0.23106246140085607,121,trail_s3
SYNTH1028.T,2025-07-23,2025-08-04,1812.3,1778.2,919,-31337.899999999918,-0.018815869337306168,12,time_stop
SYNTH1003.T,2025-07-25,2025-08-06,3107.4,3037.1,546,-38383.8000000001,-0.02262341507369514,12,time_stop
SYNTH1099.T,2025-07-31,2025-08-12,5848.0,5671.4,318,-56158.80000000012,-0.030198358413132786,12,time_stop
SYNTH1017.T,2025-08-04,2025-08-19,1371.0,1370.4,1354,-812.3999999998769,-0.00043763676148789177,15,time_stop
SYNTH1076.T,2025-07-11,2025-08-20,3049.0,3051.2,605,1330.99999999989,0.0007215480485405212,40,time_stop
SYNTH1005.T,2025-08-12,2025-08-25,1607.5,1595.6,1170,-13923.000000000106,-0.007402799377916103,13,time_stop
SYNTH1003.T,2025-08-06,2025-08-27,3037.1,3045.8,541,4706.700000000148,0.002864574758816074,21,time_stop
SYNTH1009.T,2025-08-25,2025-09-08,5902.3,5804.7,315,-30744.000000000116,-0.016535926672653134,14,time_stop
SYNTH1081.T,2025-08-27,2025-09-08,3740.1,3690.5,497,-24651.199999999953,-0.013261677495254087,12,time_stop
SYNTH1068.T,2025-09-03,2025-09-15,6608.3,6364.2,283,-69080.3000000001,-0.03693839565395041,12,time_stop
SYNTH1033.T,2025-09-10,2025-09-23,966.7,964.8,1870,-3553.00000000017,-0.00196544946725985,13,time_stop
SYNTH1045.T,2025-06-18,2025-09-24,7371.5,7369.1,231,-554.399999999916,-0.00032557824052092954,98,time_stop
SYNTH1069.T,2025-09-23,2025-10-07,4039.6,4050.7,443,4917.299999999959,0.0027477968115654505,14,time_stop
SYNTH1033.T,2025-09-25,2025-10-09,970.5,965.1,1972,-10648.799999999956,-0.005564142194744992,14,time_stop
SYNTH1009.T,2025-09-11,2025-10-17,6166.7,6275.3,306,33231.60000000011,0.017610715617753403,36,trail_s1
SYNTH1002.T,2025-10-09,2025-10-21,2455.6,2419.9,790,-28202.999999999854,-0.014538198403648783,12,time_stop
SYNTH1069.T,2025-10-17,2025-10-30,4180.7,4137.5,402,-17366.39999999993,-0.010333197789843762,13,time_stop
SYNTH1045.T,2025-10-22,2025-11-03,7903.7,7769.6,247,-33122.699999999866,-0.016966737097814932,12,time_stop
SYNTH1002.T,2025-10-30,2025-11-12,2494.6,2491.4,719,-2300.799999999869,-0.0012827707848952485,13,time_stop
SYNTH1030.T,2025-11-03,2025-11-13,3600.8,3306.6,552,-162398.40000000014,-0.0817040657631638,10,hard_stop
SYNTH1053.T,2024-03-25,2025-11-13,1127.6,1631.3,1283,646247.1000000001,0.44670095778644914,598,end_of_data
SYNTH1004.T,2025-06-24,2025-11-13,3885.5,4773.4,474,420864.5999999998,0.22851627847123912,142,end_of_data
SYNTH1011.T,2025-07-21,2025-11-13,8886.0,11605.9,205,557579.4999999999,0.3060882286743192,115,end_of_data
SYNTH1027.T,2025-07-21,2025-11-13,6700.3,8424.7,274,472485.60000000015,0.257361610674149,115,end_of_data
SYNTH1089.T,2025-08-29,2025-11-13,5196.6,5366.4,316,53656.79999999977,0.03267521071469792,76,end_of_data
SYNTH1039.T,2025-09-16,2025-11-13,4634.3,4820.5,409,76155.79999999993,0.040178667759963815,58,end_of_data
SYNTH1096.T,2025-10-08,2025-11-13,4297.4,4682.7,415,159899.5000000001,0.08965886349885976,36,end_of_data
SYNTH1056.T,2025-11-12,2025-11-13,1806.6,1811.5,1082,5301.800000000098,0.002712277205801028,1,end_of_data
SYNTH1041.T,2025-11-13,2025-11-13,6848.4,6848.4,284,0.0,0.0,0,end_of_data
