Date,NAV
2023-01-24,13733196.899999999
2023-01-25,13749138.9
2023-01-26,13726498.5
2023-01-27,13638486.8
2023-01-30,13655514.3
2023-01-31,13674474.199999997
2023-02-01,13715108.1
2023-02-02,13681617.399999999
2023-02-03,13756440.9
2023-02-06,13748483.2
2023-02-07,13717988.2
2023-02-08,13799389.8
2023-02-09,13761613.799999997
2023-02-10,13736865.700000001
2023-02-13,13724663.4
2023-02-14,13691689.100000001
2023-02-15,13681801.2
2023-02-16,13716394.199999997
2023-02-17,13632916.5
2023-02-20,13599620.799999999
2023-02-21,13503148.100000001
2023-02-22,13445375.2
2023-02-23,13427353.1
2023-02-24,13490317.600000001
2023-02-27,13610059.7
2023-02-28,13705660.2
2023-03-01,13721958.5
2023-03-02,13681431.0
2023-03-03,13697532.700000001
2023-03-06,13691706.7
2023-03-07,13848837.200000001
2023-03-08,13959633.700000001
2023-03-09,14030453.099999998
2023-03-10,14054235.299999999
2023-03-13,14027552.400000002
2023-03-14,14037996.499999998
2023-03-15,14002612.9
2023-03-16,13998222.600000001
2023-03-17,14051673.7
2023-03-20,13999949.5
2023-03-21,14064326.4
2023-03-22,14061004.499999998
2023-03-23,14007794.799999999
2023-03-24,13982889.799999999
2023-03-27,14038305.6
2023-03-28,13976422.7
2023-03-29,13932477.9
2023-03-30,14003803.2
2023-03-31,14014309.9
2023-04-03,13954742.1
2023-04-04,13920138.0
2023-04-05,13943699.799999999
2023-04-06,13923122.499999998
2023-04-07,13927355.5
2023-04-10,13867932.5
2023-04-11,13832614.499999998
2023-04-12,13833106.8
2023-04-13,13815822.399999999
2023-04-14,13816089.1
2023-04-17,13803348.7
2023-04-18,13891600.5
2023-04-19,13939997.6
2023-04-20,14124217.899999999
2023-04-21,13915110.9
2023-04-24,13846344.900000002
2023-04-25,13742193.599999998
2023-04-26,13672273.899999999
2023-04-27,13680446.299999999
2023-04-28,13688517.3
2023-05-01,13612946.999999998
2023-05-02,13588206.899999999
2023-05-03,13683477.499999998
2023-05-04,13655262.7
2023-05-05,13603348.999999998
2023-05-08,13579483.399999999
2023-05-09,13634938.999999998
2023-05-10,13601304.2
2023-05-11,13633633.700000001
2023-05-12,13798905.799999999
2023-05-15,13882590.4
2023-05-16,13806092.2
2023-05-17,13862579.2
2023-05-18,13835849.899999999
2023-05-19,13836993.9
2023-05-22,13927505.499999998
2023-05-23,13912751.500000002
2023-05-24,13908348.400000002
2023-05-25,13954286.4
2023-05-26,14052445.0
2023-05-29,14165223.0
2023-05-30,14135641.200000001
2023-05-31,14029373.3
2023-06-01,14034337.600000001
2023-06-02,13954920.4
2023-06-05,14014338.7
2023-06-06,14032984.9
2023-06-07,13978916.4
2023-06-08,14008821.799999999
2023-06-09,13973720.399999999
2023-06-12,13989930.3
2023-06-13,14067965.000000002
2023-06-14,14105927.0
2023-06-15,14084219.2
2023-06-16,14034084.1
2023-06-19,14078962.599999998
2023-06-20,14132528.1
2023-06-21,14130664.5
2023-06-22,14167251.3
2023-06-23,14218269.8
2023-06-26,14232839.5
2023-06-27,14292740.8
2023-06-28,14367130.5
2023-06-29,14287742.7
2023-06-30,14286985.5
2023-07-03,14289074.8
2023-07-04,14259479.7
2023-07-05,14249018.700000001
2023-07-06,14352150.399999999
2023-07-07,14416542.1
2023-07-10,14465040.1
2023-07-11,14439377.099999998
2023-07-12,14442915.200000001
2023-07-13,14415248.299999999
2023-07-14,14404790.200000001
2023-07-17,14347597.200000001
2023-07-18,14310786.0
2023-07-19,14362459.500000002
2023-07-20,14468440.100000001
2023-07-21,14495400.100000001
2023-07-24,14421746.300000003
2023-07-25,14510952.500000002
2023-07-26,14638875.200000001
2023-07-27,14601507.8
2023-07-28,14648166.5
2023-07-31,14589518.5
2023-08-01,14495629.100000001
2023-08-02,14564652.0
2023-08-03,14567959.9
2023-08-04,14583196.0
2023-08-07,14671687.700000001
2023-08-08,14658498.900000002
2023-08-09,14613354.400000002
2023-08-10,14678513.600000001
2023-08-11,14705191.3
2023-08-14,14790054.700000001
2023-08-15,14719941.9
2023-08-16,14706139.5
2023-08-17,14667171.7
2023-08-18,14502113.299999997
2023-08-21,14445206.2
2023-08-22,14453568.3
2023-08-23,14414827.600000001
2023-08-24,14511142.8
2023-08-25,14394098.0
2023-08-28,14426003.3
2023-08-29,14346055.799999997
2023-08-30,14377023.3
2023-08-31,14336604.599999998
2023-09-01,14317169.0
2023-09-04,14211571.0
2023-09-05,14257412.900000002
2023-09-06,14226803.8
2023-09-07,14149418.7
2023-09-08,14151616.400000002
2023-09-11,14133028.7
2023-09-12,14112006.2
2023-09-13,14209031.5
2023-09-14,14336940.2
2023-09-15,14331189.399999999
2023-09-18,14388267.099999998
2023-09-19,14319579.400000002
2023-09-20,14367012.7
2023-09-21,14343698.399999999
2023-09-22,14467373.900000002
2023-09-25,14506560.2
2023-09-26,14513373.700000003
2023-09-27,14619537.2
2023-09-28,14694844.2
2023-09-29,14798677.700000003
2023-10-02,14879927.100000001
2023-10-03,14954751.5
2023-10-04,14978599.700000003
2023-10-05,14922255.399999999
2023-10-06,14883344.7
2023-10-09,14826049.400000002
2023-10-10,14700923.599999998
2023-10-11,14819148.2
2023-10-12,14720947.0
2023-10-13,14744549.5
2023-10-16,14712222.600000001
2023-10-17,14678763.600000001
2023-10-18,14793429.7
2023-10-19,14858775.899999999
2023-10-20,14959970.600000001
2023-10-23,14930799.2
2023-10-24,15054842.899999999
2023-10-25,14976948.0
2023-10-26,14975712.400000002
2023-10-27,14881245.8
2023-10-30,14915476.5
2023-10-31,14963602.3
2023-11-01,15016831.0
2023-11-02,15248473.3
2023-11-03,15346254.899999999
2023-11-06,15360239.400000002
2023-11-07,15380270.399999999
2023-11-08,15522330.7
2023-11-09,15639705.2
2023-11-10,15829498.499999996
2023-11-13,15870687.600000001
2023-11-14,15800362.899999999
2023-11-15,15926409.0
2023-11-16,15934331.0
2023-11-17,15971587.399999999
2023-11-20,16017007.700000003
2023-11-21,15958475.4
2023-11-22,15816517.099999998
2023-11-23,15745272.4
2023-11-24,15667304.6
2023-11-27,15696205.6
2023-11-28,15804828.399999999
2023-11-29,15725290.3
2023-11-30,15766318.499999998
2023-12-01,15711622.9
2023-12-04,15761623.6
2023-12-05,15702049.1
2023-12-06,15688324.0
2023-12-07,15851437.099999998
2023-12-08,15753308.600000003
2023-12-11,15766703.5
2023-12-12,15836825.200000001
2023-12-13,15871414.8
2023-12-14,15842746.4
2023-12-15,15803526.299999999
2023-12-18,15804969.100000001
2023-12-19,15716625.100000001
2023-12-20,15717548.100000001
2023-12-21,15645353.4
2023-12-22,15688392.399999999
2023-12-25,15683597.1
2023-12-26,15715945.399999999
2023-12-27,15759367.200000001
2023-12-28,15714538.399999999
2023-12-29,15668371.300000003
2024-01-01,15570386.200000001
2024-01-02,15582934.799999999
2024-01-03,15698242.200000001
2024-01-04,15744520.000000002
2024-01-05,15767268.5
2024-01-08,15850325.5
2024-01-09,15820657.599999998
2024-01-10,15706159.9
2024-01-11,15620861.2
2024-01-12,15706531.400000002
2024-01-15,15762842.3
2024-01-16,15699664.600000001
2024-01-17,15658546.200000001
2024-01-18,15662385.899999999
2024-01-19,15627266.2
2024-01-22,15653344.399999999
2024-01-23,15722140.1
2024-01-24,15721138.900000002
2024-01-25,15798163.0
2024-01-26,15864811.700000003
2024-01-29,15963703.9
2024-01-30,16063160.7
2024-01-31,16250710.399999999
2024-02-01,16379569.9
2024-02-02,16430865.2
2024-02-05,16446504.100000001
2024-02-06,16458929.899999999
2024-02-07,16416821.399999999
2024-02-08,16283117.9
2024-02-09,16302584.7
2024-02-12,16269914.900000002
2024-02-13,16231284.4
2024-02-14,16228955.5
2024-02-15,16218334.3
2024-02-16,16244412.5
2024-02-19,16125929.0
2024-02-20,16145944.700000003
2024-02-21,16348622.600000001
2024-02-22,16369940.7
2024-02-23,16393278.5
2024-02-26,16565100.5
2024-02-27,16516239.600000001
2024-02-28,16564242.900000002
2024-02-29,16587235.200000001
2024-03-01,16596195.4
2024-03-04,16566281.7
2024-03-05,16528990.700000001
2024-03-06,16604821.700000003
2024-03-07,16662948.200000001
2024-03-08,16781924.4
2024-03-11,16759116.2
2024-03-12,16827781.9
2024-03-13,16756406.200000003
2024-03-14,16771423.700000001
2024-03-15,16654402.400000002
2024-03-18,16719133.3
2024-03-19,16699010.200000003
2024-03-20,16691432.500000002
2024-03-21,16613837.5
2024-03-22,16651222.5
2024-03-25,16657669.600000001
2024-03-26,16792346.0
2024-03-27,16793153.0
2024-03-28,16875083.5
2024-03-29,16851293.000000004
2024-04-01,16864222.0
2024-04-02,17086277.4
2024-04-03,17123437.8
2024-04-04,17146036.900000002
2024-04-05,17396033.0
2024-04-08,17473082.2
2024-04-09,17300522.8
2024-04-10,17254910.2
2024-04-11,17223370.0
2024-04-12,17132889.5
2024-04-15,17049307.8
2024-04-16,17117348.8
2024-04-17,17190960.900000002
2024-04-18,17320188.2
2024-04-19,17179505.0
2024-04-22,17192845.3
2024-04-23,17165367.5
2024-04-24,17053874.1
2024-04-25,17256042.4
2024-04-26,17346585.2
2024-04-29,17483795.7
2024-04-30,17173672.3
2024-05-01,17109731.400000002
2024-05-02,17142069.8
2024-05-03,17226812.200000003
2024-05-06,17160858.599999998
2024-05-07,17009008.2
2024-05-08,17038764.1
2024-05-09,17015453.900000002
2024-05-10,17021486.7
2024-05-13,17017801.4
2024-05-14,17066658.799999997
2024-05-15,17168777.200000003
2024-05-16,17132212.400000002
2024-05-17,17323936.099999998
2024-05-20,17245991.7
2024-05-21,17231358.900000002
2024-05-22,17153120.799999997
2024-05-23,17291631.3
2024-05-24,17257224.900000002
2024-05-27,17252441.5
2024-05-28,17185712.1
2024-05-29,17080053.4
2024-05-30,17071913.299999997
2024-05-31,17014342.2
2024-06-03,17004473.599999998
2024-06-04,16895131.9
2024-06-05,16915508.700000003
2024-06-06,16708100.100000001
2024-06-07,16655103.200000001
2024-06-10,16742599.6
2024-06-11,16663355.7
2024-06-12,16585388.7
2024-06-13,16598014.700000001
2024-06-14,16665206.9
2024-06-17,16631559.499999998
2024-06-18,16681437.7
2024-06-19,16653171.6
2024-06-20,16705117.500000002
2024-06-21,16788756.299999997
2024-06-24,16779476.4
2024-06-25,16823447.1
2024-06-26,16764042.9
2024-06-27,16809922.1
2024-06-28,16883575.6
2024-07-01,16947413.0
2024-07-02,16783881.9
2024-07-03,16982766.5
2024-07-04,16948423.6
2024-07-05,16921326.599999998
2024-07-08,16836913.599999998
2024-07-09,16792131.7
2024-07-10,16849045.8
2024-07-11,16757909.000000002
2024-07-12,16967538.1
2024-07-15,16961744.9
2024-07-16,16930777.700000003
2024-07-17,16771370.6
2024-07-18,16742797.4
2024-07-19,16870457.8
2024-07-22,16752096.200000001
2024-07-23,16728543.399999999
2024-07-24,16815527.1
2024-07-25,16933516.8
2024-07-26,16861138.2
2024-07-29,16870200.6
2024-07-30,16993312.7
2024-07-31,16927508.9
2024-08-01,17014573.7
2024-08-02,16837495.0
2024-08-05,16749106.1
2024-08-06,16478047.1
2024-08-07,16774169.300000003
2024-08-08,16736812.400000002
2024-08-09,16725884.200000001
2024-08-12,16923589.3
2024-08-13,16992386.099999998
2024-08-14,17025575.3
2024-08-15,17085820.3
2024-08-16,17186145.400000002
2024-08-19,17272657.4
2024-08-20,17254885.0
2024-08-21,17220870.9
2024-08-22,17358885.5
2024-08-23,17284781.7
2024-08-26,17314652.5
2024-08-27,17359405.5
2024-08-28,17459073.2
2024-08-29,17702572.4
2024-08-30,17811296.700000003
2024-09-02,17860339.299999997
2024-09-03,17863561.200000003
2024-09-04,17700462.700000003
2024-09-05,17803820.700000003
2024-09-06,17865272.700000003
2024-09-09,18034258.700000003
2024-09-10,18058665.9
2024-09-11,18104064.4
2024-09-12,18037497.200000003
2024-09-13,17711734.3
2024-09-16,17631138.6
2024-09-17,17566369.6
2024-09-18,17485061.4
2024-09-19,17598731.7
2024-09-20,17704632.599999998
2024-09-23,17723010.6
2024-09-24,17763545.8
2024-09-25,17609054.0
2024-09-26,17562233.3
2024-09-27,17700491.8
2024-09-30,17772839.099999998
2024-10-01,17609401.500000004
2024-10-02,17530463.0
2024-10-03,17517852.8
2024-10-04,17366558.8
2024-10-07,17284695.1
2024-10-08,17469929.7
2024-10-09,17548338.7
2024-10-10,17541118.3
2024-10-11,17646644.900000002
2024-10-14,17679491.599999998
2024-10-15,17714753.5
2024-10-16,17673035.900000002
2024-10-17,17660607.900000002
2024-10-18,17556428.6
2024-10-21,17604475.700000003
2024-10-22,17706324.7
2024-10-23,17843606.5
2024-10-24,18055187.099999998
2024-10-25,18249181.0
2024-10-28,18372275.4
2024-10-29,18093334.200000003
2024-10-30,17913608.4
2024-10-31,17918414.3
2024-11-01,18039492.6
2024-11-04,18192886.9
2024-11-05,17894904.0
2024-11-06,17901856.400000002
2024-11-07,17839014.4
2024-11-08,18006675.0
2024-11-11,18076821.500000004
2024-11-12,18202798.1
2024-11-13,18410676.200000003
2024-11-14,18372701.3
2024-11-15,18155628.200000003
2024-11-18,18183540.1
2024-11-19,18185056.0
2024-11-20,18189766.1
2024-11-21,18174036.699999996
2024-11-22,18361940.199999996
2024-11-25,18452298.6
2024-11-26,18261757.3
2024-11-27,18411761.400000002
2024-11-28,18308467.5
2024-11-29,18294316.400000002
2024-12-02,18407130.700000003
2024-12-03,18345590.5
2024-12-04,18319052.400000002
2024-12-05,18567525.099999998
2024-12-06,18610222.9
2024-12-09,18511074.2
2024-12-10,18645819.4
2024-12-11,18574149.800000004
2024-12-12,18797216.200000003
2024-12-13,18736420.7
2024-12-16,18700064.0
2024-12-17,18593948.6
2024-12-18,18646770.400000002
2024-12-19,18833681.8
2024-12-20,18918408.000000004
2024-12-23,19023751.999999996
2024-12-24,19051677.0
2024-12-25,19083706.9
2024-12-26,19139188.2
2024-12-27,18987070.7
2024-12-30,19009167.200000003
2024-12-31,19229639.8
2025-01-01,19277391.6
2025-01-02,19263569.0
2025-01-03,19244695.299999997
2025-01-06,19210768.8
2025-01-07,18968318.1
2025-01-08,18667303.3
2025-01-09,18859288.700000003
2025-01-10,18930020.1
2025-01-13,18987531.400000002
2025-01-14,19080674.900000002
2025-01-15,19184591.100000005
2025-01-16,19039656.4
2025-01-17,19138703.5
2025-01-20,19204242.000000004
2025-01-21,19288674.3
2025-01-22,19106823.200000003
2025-01-23,19050249.200000003
2025-01-24,19040225.400000002
2025-01-27,19133508.3
2025-01-28,19246381.1
2025-01-29,19128313.1
2025-01-30,19129360.500000004
2025-01-31,19005494.900000002
2025-02-03,19097610.200000003
2025-02-04,19120166.6
2025-02-05,19100158.500000004
2025-02-06,19194261.900000002
2025-02-07,19269420.0
2025-02-10,19168408.6
2025-02-11,19097236.0
2025-02-12,18956331.600000005
2025-02-13,19097646.500000004
2025-02-14,19189211.6
2025-02-17,19190108.6
2025-02-18,19150728.800000004
2025-02-19,19164921.600000005
2025-02-20,19292940.8
2025-02-21,19344125.700000003
2025-02-24,19086546.8
2025-02-25,19052232.1
2025-02-26,19015572.700000003
2025-02-27,18862091.0
2025-02-28,18844967.5
2025-03-03,18965128.9
2025-03-04,19055112.200000003
2025-03-05,19118337.900000002
2025-03-06,19129948.400000002
2025-03-07,18988927.900000002
2025-03-10,18975744.1
2025-03-11,19061066.8
2025-03-12,18962081.1
2025-03-13,19052461.1
2025-03-14,19030687.000000004
2025-03-17,19176255.6
2025-03-18,19114761.500000004
2025-03-19,18953215.7
2025-03-20,18995381.000000004
2025-03-21,18866508.200000003
2025-03-24,18872731.000000004
2025-03-25,18734013.2
2025-03-26,18721568.2
2025-03-27,18490758.0
2025-03-28,18437171.6
2025-03-31,18347385.6
2025-04-01,18264556.3
2025-04-02,18273781.0
2025-04-03,18209946.8
2025-04-04,18507424.300000004
2025-04-07,18509741.7
2025-04-08,18620832.1
2025-04-09,18755990.7
2025-04-10,18740309.5
2025-04-11,18691349.400000002
2025-04-14,18774174.700000003
2025-04-15,18820846.500000004
2025-04-16,18837506.300000004
2025-04-17,18784780.6
2025-04-18,18664803.200000003
2025-04-21,18764782.3
2025-04-22,18592831.1
2025-04-23,18691844.5
2025-04-24,18687000.4
2025-04-25,18761195.5
2025-04-28,18843082.3
2025-04-29,18885692.5
2025-04-30,18881542.000000004
2025-05-01,19018548.8
2025-05-02,18905056.9
2025-05-05,19079111.4
2025-05-06,19225457.0
2025-05-07,19155772.2
2025-05-08,19225908.8
2025-05-09,19263064.5
2025-05-12,19206611.799999997
2025-05-13,19006975.5
2025-05-14,19042184.599999998
2025-05-15,19065509.8
2025-05-16,19285127.6
2025-05-19,19519609.8
2025-05-20,19707611.0
2025-05-21,19731809.5
2025-05-22,19729695.4
2025-05-23,19644677.0
2025-05-26,19563064.3
2025-05-27,19579590.2
2025-05-28,19560885.900000002
2025-05-29,19575217.000000004
2025-05-30,19407615.900000002
2025-06-02,19633933.100000005
2025-06-03,19455040.6
2025-06-04,19254958.3
2025-06-05,19168885.000000004
2025-06-06,19069712.500000004
2025-06-09,19146633.900000002
2025-06-10,19117967.400000002
2025-06-11,19169496.3
2025-06-12,19144580.200000003
2025-06-13,19009482.300000004
2025-06-16,18821394.700000003
2025-06-17,18821719.900000002
2025-06-18,18923644.900000002
2025-06-19,18843314.400000002
2025-06-20,18657078.1
2025-06-23,18544595.1
2025-06-24,18429717.300000004
2025-06-25,18546387.8
2025-06-26,18678990.0
2025-06-27,18721680.900000002
2025-06-30,18694503.500000004
2025-07-01,18763115.0
2025-07-02,18880197.100000005
2025-07-03,18641954.600000005
2025-07-04,18531932.6
2025-07-07,18462817.5
2025-07-08,18510919.000000004
2025-07-09,18464260.200000003
2025-07-10,18564085.400000002
2025-07-11,18454019.200000003
2025-07-14,18474184.500000007
2025-07-15,18392016.5
2025-07-16,18406725.400000006
2025-07-17,18302251.700000003
2025-07-18,18343053.900000006
2025-07-21,18397933.5
2025-07-22,18432376.600000005
2025-07-23,18567564.800000004
2025-07-24,18578894.8
2025-07-25,18527290.0
2025-07-28,18665476.900000006
2025-07-29,18722016.000000004
2025-07-30,18590654.5
2025-07-31,18621767.0
2025-08-01,18643479.1
2025-08-04,18571154.200000003
2025-08-05,18619619.000000007
2025-08-06,18667553.900000002
2025-08-07,18735260.700000007
2025-08-08,18667238.200000007
2025-08-11,18703086.000000004
2025-08-12,18815294.700000003
2025-08-13,18803525.000000004
2025-08-14,18685042.500000004
2025-08-15,18768854.700000007
2025-08-18,18694755.500000004
2025-08-19,18536902.80000001
2025-08-20,18575462.900000006
2025-08-21,18580542.400000006
2025-08-22,18570620.1
2025-08-25,18649124.900000006
2025-08-26,18609230.000000004
2025-08-27,18609818.800000004
2025-08-28,18602255.200000003
2025-08-29,18642317.300000004
2025-09-01,18676902.8
2025-09-02,18665723.700000003
2025-09-03,18737812.1
2025-09-04,18762937.400000002
2025-09-05,18834003.300000004
2025-09-08,18823533.200000003
2025-09-09,18854691.300000004
2025-09-10,18895887.6
2025-09-11,18879737.700000003
2025-09-12,18755986.700000003
2025-09-15,18891114.8
2025-09-16,18994774.6
2025-09-17,18986937.800000004
2025-09-18,19027275.400000002
2025-09-19,19065653.800000004
2025-09-22,19111182.6
2025-09-23,19167858.700000003
2025-09-24,19160188.400000002
2025-09-25,19221315.700000003
2025-09-26,19186840.700000003
2025-09-29,19266238.000000004
2025-09-30,19385462.500000004
2025-10-01,19566464.800000004
2025-10-02,19626768.6
2025-10-03,19643823.200000003
2025-10-06,19533612.800000004
2025-10-07,19537375.700000003
2025-10-08,19552178.700000003
2025-10-09,19416573.300000004
2025-10-10,19488668.600000005
2025-10-13,19382047.500000004
2025-10-14,19391719.600000005
2025-10-15,19438178.000000004
2025-10-16,19627893.400000002
2025-10-17,19545693.000000004
2025-10-20,19533602.900000002
2025-10-21,19585094.5
2025-10-22,19584253.700000007
2025-10-23,19656402.400000002
2025-10-24,19811949.1
2025-10-27,19875231.6
2025-10-28,19939032.400000006
2025-10-29,19962429.400000002
2025-10-30,19929482.400000002
2025-10-31,19958421.5
2025-11-03,19879275.7
2025-11-04,19901503.600000005
2025-11-05,19894029.200000003
2025-11-06,19775042.300000004
2025-11-07,19853332.400000006
2025-11-10,19800791.5
2025-11-11,19679557.800000004
2025-11-12,19558495.8
2025-11-13,19506338.0
