Date,Ticker,Open,High,Low,Close,Volume,Adj Close,Open,High,Low,Close,Volume,Adj Close,Open,High,Low,Close,Volume,Adj Close
2025-04-11,7203.T,2400.0,2441.0,2350.5,2420.0,46954000.0,2420.0,,,,,,,,,,,,
2025-04-14,7203.T,2444.5,2482.0,2409.0,2410.0,26268100.0,2410.0,,,,,,,,,,,,
2025-04-15,7203.T,2526.0,2546.0,2499.0,2499.0,29890700.0,2499.0,,,,,,,,,,,,
2025-04-16,7203.T,2497.0,2520.0,2461.0,2499.0,24370600.0,2499.0,,,,,,,,,,,,
2025-04-17,7203.T,2498.5,2520.5,2475.0,2498.5,23310300.0,2498.5,,,,,,,,,,,,
2025-04-18,7203.T,2506.0,2544.0,2496.5,2544.0,16944800.0,2544.0,,,,,,,,,,,,
2025-04-21,7203.T,2530.5,2538.5,2459.0,2470.5,22040800.0,2470.5,,,,,,,,,,,,
2025-04-22,7203.T,2458.5,2485.0,2440.0,2459.0,19734000.0,2459.0,,,,,,,,,,,,
2025-04-23,7203.T,2561.0,2590.0,2535.0,2582.0,34123500.0,2582.0,,,,,,,,,,,,
2025-04-24,7203.T,2627.0,2718.0,2619.0,2657.5,41886200.0,2657.5,,,,,,,,,,,,
2025-04-25,7203.T,2699.5,2712.0,2671.5,2690.0,29523200.0,2690.0,,,,,,,,,,,,
2025-04-28,7203.T,2724.5,2841.0,2719.0,2786.5,54204400.0,2786.5,,,,,,,,,,,,
2025-04-30,7203.T,2795.5,2801.0,2729.0,2729.0,41601700.0,2729.0,,,,,,,,,,,,
2025-05-01,7203.T,2727.0,2752.5,2708.5,2751.0,19049400.0,2751.0,,,,,,,,,,,,
2025-05-02,7203.T,2798.0,2822.0,2773.0,2780.0,36047900.0,2780.0,,,,,,,,,,,,
2025-05-07,7203.T,2760.5,2761.0,2702.0,2706.0,29981600.0,2706.0,,,,,,,,,,,,
2025-05-08,7203.T,2706.0,2740.0,2632.5,2671.5,47881900.0,2671.5,,,,,,,,,,,,
2025-05-09,7203.T,2750.0,2756.5,2685.5,2719.5,37497400.0,2719.5,,,,,,,,,,,,
2025-05-12,7203.T,2726.0,2758.0,2718.5,2753.5,20208500.0,2753.5,,,,,,,,,,,,
2025-05-13,7203.T,2853.5,2879.5,2846.0,2850.0,35248400.0,2850.0,,,,,,,,,,,,
2025-05-14,7203.T,2830.0,2832.5,2731.0,2749.5,24974000.0,2749.5,,,,,,,,,,,,
2025-05-15,7203.T,2709.0,2718.0,2647.0,2657.0,31659600.0,2657.0,,,,,,,,,,,,
2025-05-16,7203.T,2642.0,2652.0,2598.0,2642.5,23825700.0,2642.5,,,,,,,,,,,,
2025-05-19,7203.T,2642.5,2695.0,2621.5,2665.0,19721400.0,2665.0,,,,,,,,,,,,
2025-05-20,7203.T,2724.5,2727.5,2649.5,2672.5,25009100.0,2672.5,,,,,,,,,,,,
2025-05-21,7203.T,2700.0,2700.0,2662.0,2662.5,20330200.0,2662.5,,,,,,,,,,,,
2025-05-22,7203.T,2633.0,2634.5,2612.0,2620.0,19413100.0,2620.0,,,,,,,,,,,,
2025-05-23,7203.T,2647.0,2649.5,2620.5,2623.5,15124400.0,2623.5,,,,,,,,,,,,
2025-05-26,7203.T,2624.0,2633.0,2607.5,2621.5,14531700.0,2621.5,,,,,,,,,,,,
2025-05-27,7203.T,2609.0,2649.5,2604.0,2640.0,14424300.0,2640.0,,,,,,,,,,,,
2025-05-28,7203.T,2680.0,2680.5,2631.5,2631.5,19119300.0,2631.5,,,,,,,,,,,,
2025-05-29,7203.T,2707.0,2742.0,2697.0,2734.5,30752500.0,2734.5,,,,,,,,,,,,
2025-05-30,7203.T,2668.5,2769.0,2662.0,2769.0,57613100.0,2769.0,,,,,,,,,,,,
2025-06-02,7203.T,2737.5,2742.5,2686.5,2691.0,23342800.0,2691.0,,,,,,,,,,,,
2025-06-03,7203.T,2681.5,2684.0,2655.0,2675.0,17203100.0,2675.0,,,,,,,,,,,,
2025-06-04,7203.T,2730.0,2735.0,2700.0,2724.5,25102600.0,2724.5,,,,,,,,,,,,
2025-06-05,7203.T,2685.0,2694.5,2640.0,2650.5,24997400.0,2650.5,,,,,,,,,,,,
2025-06-06,7203.T,2630.5,2664.0,2630.0,2652.0,18571200.0,2652.0,,,,,,,,,,,,
2025-06-09,7203.T,2670.0,2672.0,2653.5,2661.0,2994200.0,2661.0,,,,,,,,,,,,
2025-03-12,6758.T,,,,,,,3429.0,3564.0,3426.0,3511.0,20545800.0,3501.90869140625,,,,,,
2025-03-13,6758.T,,,,,,,3559.0,3582.0,3484.0,3489.0,14738300.0,3479.9658203125,,,,,,
2025-03-14,6758.T,,,,,,,3482.0,3562.0,3461.0,3518.0,16920900.0,3508.890625,,,,,,
2025-03-17,6758.T,,,,,,,3598.0,3619.0,3575.0,3589.0,12693700.0,3579.706787109375,,,,,,
2025-03-18,6758.T,,,,,,,3621.0,3668.0,3611.0,3651.0,13903700.0,3641.54638671875,,,,,,
2025-03-19,6758.T,,,,,,,3701.0,3726.0,3672.0,3682.0,13321600.0,3672.466064453125,,,,,,
2025-03-21,6758.T,,,,,,,3714.0,3796.0,3706.0,3782.0,28201000.0,3772.20703125,,,,,,
2025-03-24,6758.T,,,,,,,3794.0,3796.0,3743.0,3764.0,14458000.0,3754.253662109375,,,,,,
2025-03-25,6758.T,,,,,,,3822.0,3855.0,3749.0,3766.0,12072800.0,3756.24853515625,,,,,,
2025-03-26,6758.T,,,,,,,3849.0,3894.0,3823.0,3852.0,16688400.0,3842.02587890625,,,,,,
2025-03-27,6758.T,,,,,,,3786.0,3862.0,3770.0,3862.0,18277100.0,3852.0,,,,,,
2025-03-28,6758.T,,,,,,,3853.0,3862.0,3801.0,3831.0,17476500.0,3831.0,,,,,,
2025-03-31,6758.T,,,,,,,3763.0,3830.0,3726.0,3765.0,23654600.0,3765.0,,,,,,
2025-04-01,6758.T,,,,,,,3807.0,3860.0,3743.0,3765.0,19316100.0,3765.0,,,,,,
2025-04-02,6758.T,,,,,,,3743.0,3756.0,3663.0,3690.0,14792800.0,3690.0,,,,,,
2025-04-03,6758.T,,,,,,,3459.0,3567.0,3436.0,3512.0,21280000.0,3512.0,,,,,,
2025-04-04,6758.T,,,,,,,3337.0,3395.0,3270.0,3345.0,23467600.0,3345.0,,,,,,
2025-04-07,6758.T,,,,,,,3000.0,3117.0,2980.5,3009.0,35714100.0,3009.0,,,,,,
2025-04-08,6758.T,,,,,,,3079.0,3279.0,3079.0,3218.0,27154200.0,3218.0,,,,,,
2025-04-09,6758.T,,,,,,,3127.0,3160.0,3039.0,3107.0,21131600.0,3107.0,,,,,,
2025-04-10,6758.T,,,,,,,3530.0,3567.0,3463.0,3527.0,25181100.0,3527.0,,,,,,
2025-04-11,6758.T,,,,,,,3222.0,3289.0,3163.0,3266.0,35012400.0,3266.0,,,,,,
2025-04-14,6758.T,,,,,,,3300.0,3350.0,3287.0,3294.0,12989900.0,3294.0,,,,,,
2025-04-15,6758.T,,,,,,,3409.0,3433.0,3358.0,3366.0,14306700.0,3366.0,,,,,,
2025-04-16,6758.T,,,,,,,3377.0,3397.0,3291.0,3340.0,12004600.0,3340.0,,,,,,
2025-04-17,6758.T,,,,,,,3327.0,3438.0,3318.0,3438.0,9653700.0,3438.0,,,,,,
2025-04-18,6758.T,,,,,,,3461.0,3483.0,3407.0,3466.0,6973300.0,3466.0,,,,,,
2025-04-21,6758.T,,,,,,,3401.0,3438.0,3370.0,3377.0,6922400.0,3377.0,,,,,,
2025-04-22,6758.T,,,,,,,3352.0,3373.0,3328.0,3347.0,8698400.0,3347.0,,,,,,
2025-04-23,6758.T,,,,,,,3508.0,3540.0,3443.0,3537.0,15675800.0,3537.0,,,,,,
2025-04-24,6758.T,,,,,,,3614.0,3614.0,3513.0,3528.0,13065400.0,3528.0,,,,,,
2025-04-25,6758.T,,,,,,,3575.0,3586.0,3526.0,3535.0,11031400.0,3535.0,,,,,,
2025-04-28,6758.T,,,,,,,3560.0,3564.0,3500.0,3520.0,10799600.0,3520.0,,,,,,
2025-04-30,6758.T,,,,,,,3730.0,3777.0,3684.0,3771.0,29765600.0,3771.0,,,,,,
2025-05-01,6758.T,,,,,,,3721.0,3756.0,3643.0,3663.0,17304200.0,3663.0,,,,,,
2025-05-02,6758.T,,,,,,,3639.0,3756.0,3631.0,3732.0,14797500.0,3732.0,,,,,,
2025-05-07,6758.T,,,,,,,3621.0,3624.0,3546.0,3581.0,27294900.0,3581.0,,,,,,
2025-05-08,6758.T,,,,,,,3500.0,3508.0,3456.0,3500.0,17831100.0,3500.0,,,,,,
2025-05-09,6758.T,,,,,,,3555.0,3592.0,3507.0,3583.0,15779400.0,3583.0,,,,,,
2025-05-12,6758.T,,,,,,,3630.0,3630.0,3572.0,3592.0,11169300.0,3592.0,,,,,,
2025-05-13,6758.T,,,,,,,3640.0,3678.0,3618.0,3654.0,14102200.0,3654.0,,,,,,
2025-05-14,6758.T,,,,,,,3566.0,3817.0,3510.0,3788.0,35646400.0,3788.0,,,,,,
2025-05-15,6758.T,,,,,,,3598.0,3723.0,3571.0,3682.0,24995200.0,3682.0,,,,,,
2025-05-16,6758.T,,,,,,,3680.0,3686.0,3558.0,3603.0,18261200.0,3603.0,,,,,,
2025-05-19,6758.T,,,,,,,3598.0,3616.0,3560.0,3610.0,10826500.0,3610.0,,,,,,
2025-05-20,6758.T,,,,,,,3650.0,3783.0,3640.0,3777.0,22432600.0,3777.0,,,,,,
2025-05-21,6758.T,,,,,,,3706.0,3730.0,3653.0,3671.0,14183500.0,3671.0,,,,,,
2025-05-22,6758.T,,,,,,,3650.0,3689.0,3625.0,3654.0,11799400.0,3654.0,,,,,,
2025-05-23,6758.T,,,,,,,3667.0,3718.0,3661.0,3683.0,9152500.0,3683.0,,,,,,
2025-05-26,6758.T,,,,,,,3700.0,3750.0,3672.0,3740.0,7470400.0,3740.0,,,,,,
2025-05-27,6758.T,,,,,,,3740.0,3819.0,3723.0,3809.0,9078700.0,3809.0,,,,,,
2025-05-28,6758.T,,,,,,,3879.0,3899.0,3821.0,3821.0,18070600.0,3821.0,,,,,,
2025-05-29,6758.T,,,,,,,3880.0,4035.0,3862.0,3970.0,23751400.0,3970.0,,,,,,
2025-05-30,6758.T,,,,,,,3845.0,3907.0,3810.0,3810.0,32835100.0,3810.0,,,,,,
2025-06-02,6758.T,,,,,,,3810.0,3838.0,3770.0,3802.0,14485400.0,3802.0,,,,,,
2025-06-03,6758.T,,,,,,,3858.0,3921.0,3832.0,3834.0,13423700.0,3834.0,,,,,,
2025-06-04,6758.T,,,,,,,3850.0,3880.0,3843.0,3849.0,12843900.0,3849.0,,,,,,
2025-06-05,6758.T,,,,,,,3815.0,3817.0,3748.0,3790.0,15029600.0,3790.0,,,,,,
2025-06-06,6758.T,,,,,,,3760.0,3843.0,3755.0,3833.0,10347200.0,3833.0,,,,,,
2025-06-09,6758.T,,,,,,,3899.0,3915.0,3886.0,3905.0,2425300.0,3905.0,,,,,,
2025-03-12,9984.T,,,,,,,,,,,,,7840.0,7869.0,7750.0,7781.0,6375600.0,7759.66064453125
2025-03-13,9984.T,,,,,,,,,,,,,7931.0,8007.0,7755.0,7756.0,8226400.0,7734.7294921875
2025-03-14,9984.T,,,,,,,,,,,,,7606.0,7884.0,7606.0,7836.0,10296500.0,7814.51025390625
2025-03-17,9984.T,,,,,,,,,,,,,7980.0,8055.0,7962.0,7979.0,5880500.0,7957.11767578125
2025-03-18,9984.T,,,,,,,,,,,,,8105.0,8133.0,7950.0,7964.0,6263800.0,7942.1591796875
2025-03-19,9984.T,,,,,,,,,,,,,7884.0,7919.0,7807.0,7807.0,6232700.0,7785.58935546875
2025-03-21,9984.T,,,,,,,,,,,,,7901.0,8040.0,7900.0,7960.0,7281000.0,7938.169921875
2025-03-24,9984.T,,,,,,,,,,,,,8050.0,8225.0,8044.0,8199.0,7957500.0,8176.5146484375
2025-03-25,9984.T,,,,,,,,,,,,,8330.0,8383.0,8188.0,8233.0,7047900.0,8210.4208984375
2025-03-26,9984.T,,,,,,,,,,,,,8350.0,8438.0,8242.0,8349.0,6700400.0,8326.103515625
2025-03-27,9984.T,,,,,,,,,,,,,8045.0,8093.0,7960.0,8022.0,8483000.0,8000.0
2025-03-28,9984.T,,,,,,,,,,,,,7850.0,7925.0,7841.0,7920.0,6532700.0,7920.0
2025-03-31,9984.T,,,,,,,,,,,,,7656.0,7663.0,7448.0,7479.0,11336100.0,7479.0
2025-04-01,9984.T,,,,,,,,,,,,,7500.0,7563.0,7456.0,7493.0,7194200.0,7493.0
2025-04-02,9984.T,,,,,,,,,,,,,7500.0,7528.0,7295.0,7465.0,9235000.0,7465.0
2025-04-03,9984.T,,,,,,,,,,,,,6865.0,7243.0,6860.0,7172.0,11158100.0,7172.0
2025-04-04,9984.T,,,,,,,,,,,,,6968.0,7031.0,6511.0,6656.0,18165400.0,6656.0
2025-04-07,9984.T,,,,,,,,,,,,,5810.0,6030.0,5730.0,5835.0,20188600.0,5835.0
2025-04-08,9984.T,,,,,,,,,,,,,6435.0,6563.0,6387.0,6542.0,11767100.0,6542.0
2025-04-09,9984.T,,,,,,,,,,,,,6250.0,6252.0,5940.0,6070.0,15514400.0,6070.0
2025-04-10,9984.T,,,,,,,,,,,,,6970.0,6977.0,6687.0,6770.0,15611400.0,6770.0
2025-04-11,9984.T,,,,,,,,,,,,,6329.0,6735.0,6326.0,6711.0,11777300.0,6711.0
2025-04-14,9984.T,,,,,,,,,,,,,6802.0,6964.0,6800.0,6864.0,7580300.0,6864.0
2025-04-15,9984.T,,,,,,,,,,,,,6946.0,6969.0,6875.0,6913.0,5147300.0,6913.0
2025-04-16,9984.T,,,,,,,,,,,,,6846.0,6885.0,6695.0,6738.0,6246300.0,6738.0
2025-04-17,9984.T,,,,,,,,,,,,,6734.0,6850.0,6702.0,6813.0,5375500.0,6813.0
2025-04-18,9984.T,,,,,,,,,,,,,6870.0,6909.0,6749.0,6810.0,4383300.0,6810.0
2025-04-21,9984.T,,,,,,,,,,,,,6790.0,6794.0,6632.0,6651.0,5539400.0,6651.0
2025-04-22,9984.T,,,,,,,,,,,,,6618.0,6705.0,6587.0,6659.0,4967000.0,6659.0
2025-04-23,9984.T,,,,,,,,,,,,,6909.0,6922.0,6778.0,6803.0,6651200.0,6803.0
2025-04-24,9984.T,,,,,,,,,,,,,6959.0,7070.0,6953.0,7020.0,8075000.0,7020.0
2025-04-25,9984.T,,,,,,,,,,,,,7229.0,7238.0,7145.0,7223.0,7323200.0,7223.0
2025-04-28,9984.T,,,,,,,,,,,,,7267.0,7280.0,7170.0,7170.0,4785300.0,7170.0
2025-04-30,9984.T,,,,,,,,,,,,,7177.0,7233.0,7119.0,7164.0,5679400.0,7164.0
2025-05-01,9984.T,,,,,,,,,,,,,7194.0,7392.0,7177.0,7315.0,7444500.0,7315.0
2025-05-02,9984.T,,,,,,,,,,,,,7389.0,7456.0,7331.0,7405.0,6960300.0,7405.0
2025-05-07,9984.T,,,,,,,,,,,,,7450.0,7487.0,7386.0,7415.0,6199000.0,7415.0
2025-05-08,9984.T,,,,,,,,,,,,,7231.0,7294.0,7191.0,7238.0,6719100.0,7238.0
2025-05-09,9984.T,,,,,,,,,,,,,7499.0,7499.0,7382.0,7419.0,7707600.0,7419.0
2025-05-12,9984.T,,,,,,,,,,,,,7489.0,7548.0,7467.0,7507.0,5023300.0,7507.0
2025-05-13,9984.T,,,,,,,,,,,,,7807.0,7834.0,7600.0,7600.0,7391900.0,7600.0
2025-05-14,9984.T,,,,,,,,,,,,,7950.0,8044.0,7805.0,7896.0,11849400.0,7896.0
2025-05-15,9984.T,,,,,,,,,,,,,7820.0,7884.0,7771.0,7812.0,6110900.0,7812.0
2025-05-16,9984.T,,,,,,,,,,,,,7714.0,7799.0,7684.0,7729.0,5123000.0,7729.0
2025-05-19,9984.T,,,,,,,,,,,,,7611.0,7675.0,7571.0,7579.0,5136800.0,7579.0
2025-05-20,9984.T,,,,,,,,,,,,,7648.0,7711.0,7568.0,7599.0,5728700.0,7599.0
2025-05-21,9984.T,,,,,,,,,,,,,7638.0,7648.0,7542.0,7546.0,4675200.0,7546.0
2025-05-22,9984.T,,,,,,,,,,,,,7463.0,7528.0,7415.0,7462.0,4815100.0,7462.0
2025-05-23,9984.T,,,,,,,,,,,,,7510.0,7538.0,7450.0,7464.0,3954100.0,7464.0
2025-05-26,9984.T,,,,,,,,,,,,,7538.0,7657.0,7527.0,7631.0,4773900.0,7631.0
2025-05-27,9984.T,,,,,,,,,,,,,7603.0,7815.0,7570.0,7801.0,5134300.0,7801.0
2025-05-28,9984.T,,,,,,,,,,,,,7900.0,7975.0,7785.0,7810.0,5956100.0,7810.0
2025-05-29,9984.T,,,,,,,,,,,,,7930.0,7953.0,7876.0,7918.0,6965300.0,7918.0
2025-05-30,9984.T,,,,,,,,,,,,,7618.0,7670.0,7584.0,7614.0,9166200.0,7614.0
2025-06-02,9984.T,,,,,,,,,,,,,7530.0,7546.0,7341.0,7355.0,6779100.0,7355.0
2025-06-03,9984.T,,,,,,,,,,,,,7430.0,7444.0,7377.0,7377.0,4130500.0,7377.0
2025-06-04,9984.T,,,,,,,,,,,,,7430.0,7580.0,7422.0,7456.0,5196300.0,7456.0
2025-06-05,9984.T,,,,,,,,,,,,,7392.0,7445.0,7381.0,7381.0,3584100.0,7381.0
2025-06-06,9984.T,,,,,,,,,,,,,7360.0,7405.0,7341.0,7363.0,3158500.0,7363.0
2025-06-09,9984.T,,,,,,,,,,,,,7431.0,7510.0,7428.0,7496.0,1222700.0,7496.0
